Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_105020,EID_55020,Rural,Mid,North,Zone 2,3,0,2,4712,Company Owned,62,0,0,1,116,32.0,2021.0,4,0,A,3,22,5068
WH_105021,EID_55021,Rural,Small,West,Zone 6,4,0,5,4663,Company Owned,37,0,0,1,170,30.0,2014.0,11,1,A+,5,15,15106
WH_105022,EID_55022,Rural,Mid,West,Zone 3,6,5,4,4618,Company Owned,49,0,0,1,208,25.0,,0,0,,0,19,3109
WH_105023,EID_55023,Rural,Mid,West,Zone 4,7,5,2,5485,Rented,47,0,0,1,92,33.0,,16,0,B+,5,26,18135
WH_105024,EID_55024,Rural,Large,West,Zone 6,5,3,3,4197,Rented,36,0,0,0,119,,2013.0,9,1,A,5,23,13108
WH_105025,EID_55025,Rural,Mid,South,Zone 2,3,0,2,4942,Rented,57,0,1,0,221,29.0,2018.0,11,1,B+,1,32,15122
WH_105026,EID_55026,Rural,Mid,South,Zone 2,8,1,2,5559,Company Owned,44,0,0,1,235,35.0,,22,0,A,6,32,28135
WH_105027,EID_55027,Rural,Mid,West,Zone 4,3,0,2,5335,Rented,44,0,0,1,159,27.0,2017.0,10,0,B+,3,26,12115
WH_105028,EID_55028,Rural,Large,North,Zone 6,7,2,3,8487,Rented,16,0,0,0,239,21.0,2001.0,23,0,B,4,23,27087
WH_105029,EID_55029,Rural,Large,West,Zone 6,3,0,4,3266,Rented,69,0,0,1,106,33.0,2005.0,34,1,C,6,6,45136
WH_105030,EID_55030,Rural,Large,North,Zone 6,0,0,3,4520,Company Owned,54,0,0,1,174,23.0,,0,0,,0,28,3101
WH_105031,EID_55031,Rural,Mid,West,Zone 3,7,0,6,6049,Company Owned,47,1,0,0,265,54.0,2014.0,12,0,B,6,19,14129
WH_105032,EID_55032,Rural,Large,North,Zone 6,7,1,3,3788,Rented,21,0,0,1,230,38.0,,6,1,C,2,28,8092
WH_105033,EID_55033,Rural,Large,North,Zone 6,8,1,2,4300,Company Owned,32,1,0,1,238,20.0,,12,0,B,6,29,14064
WH_105034,EID_55034,Rural,Large,North,Zone 6,4,0,4,6532,Company Owned,37,0,0,1,173,23.0,2017.0,6,0,B+,5,28,7089
WH_105035,EID_55035,Rural,Mid,South,Zone 4,6,0,4,5047,Company Owned,60,0,0,0,132,22.0,2011.0,20,1,B,2,26,23143
WH_105036,EID_55036,Rural,Large,North,Zone 5,4,4,3,4456,Rented,33,0,0,0,92,23.0,,15,1,A+,5,10,19102
WH_105037,EID_55037,Rural,Small,North,Zone 1,5,0,2,5185,Company Owned,64,0,0,1,151,25.0,,15,0,B,2,30,17077
WH_105038,EID_55038,Urban,Small,North,Zone 1,3,1,4,5160,Company Owned,39,1,1,1,167,35.0,2001.0,32,0,A,3,16,42078
WH_105039,EID_55039,Urban,Small,South,Zone 6,5,3,2,5118,Rented,54,0,0,0,179,22.0,,25,1,A+,6,15,33090
WH_105040,EID_55040,Rural,Mid,West,Zone 4,5,0,2,6377,Company Owned,25,0,0,1,247,25.0,2017.0,9,0,B+,5,11,11121
WH_105041,EID_55041,Rural,Mid,West,Zone 3,5,0,4,4561,Company Owned,37,0,0,0,222,24.0,,4,1,B,1,19,5111
WH_105042,EID_55042,Rural,Mid,North,Zone 4,7,0,2,5127,Company Owned,27,0,0,1,146,24.0,2019.0,4,0,B+,3,26,4147
WH_105043,EID_55043,Rural,Large,North,Zone 6,3,0,4,4931,Rented,28,0,0,1,137,27.0,2006.0,27,0,A,2,6,37112
WH_105044,EID_55044,Rural,Mid,North,Zone 2,4,0,2,4907,Company Owned,17,0,1,1,125,33.0,2013.0,19,0,B,2,12,24075
WH_105045,EID_55045,Rural,Mid,West,Zone 2,0,0,2,5671,Company Owned,25,0,0,1,91,27.0,,20,0,C,3,1,25144
WH_105046,EID_55046,Rural,Mid,North,Zone 3,1,2,3,4918,Company Owned,27,0,0,1,99,30.0,,21,0,C,6,27,26099
WH_105047,EID_55047,Rural,Large,West,Zone 6,5,1,4,4083,Company Owned,45,0,0,1,55,32.0,2020.0,5,0,B,2,23,6087
WH_105048,EID_55048,Rural,Mid,South,Zone 2,3,1,3,4555,Company Owned,39,0,0,1,242,30.0,2006.0,15,0,C,2,22,19149
WH_105049,EID_55049,Rural,Mid,West,Zone 4,8,0,4,4192,Rented,23,0,0,1,108,35.0,,19,1,B+,3,26,23137
WH_105050,EID_55050,Rural,Mid,West,Zone 3,1,1,3,5359,Rented,68,0,0,1,269,28.0,,35,1,A+,2,19,46077
WH_105051,EID_55051,Rural,Mid,West,Zone 4,8,0,5,5118,Company Owned,69,0,0,0,254,45.0,2019.0,13,0,C,2,11,18062
WH_105052,EID_55052,Rural,Large,North,Zone 5,2,2,4,4484,Company Owned,42,0,0,1,225,45.0,,10,0,C,6,24,13137
WH_105053,EID_55053,Rural,Large,East,Zone 5,1,0,5,3406,Rented,42,0,0,1,176,25.0,,35,0,A+,2,14,48089
WH_105054,EID_55054,Rural,Mid,South,Zone 3,4,0,3,4861,Rented,23,0,0,0,236,24.0,,5,1,B+,2,27,6069
WH_105055,EID_55055,Rural,Mid,West,Zone 4,6,1,4,8074,Company Owned,58,0,0,0,100,21.0,,11,1,A+,2,26,14130
WH_105056,EID_55056,Rural,Mid,North,Zone 4,1,0,4,5068,Company Owned,19,1,0,1,151,32.0,,12,0,A,1,26,17073
WH_105057,EID_55057,Rural,Large,West,Zone 5,3,0,2,4460,Rented,35,0,0,0,198,,2019.0,4,1,C,2,10,5121
WH_105058,EID_55058,Urban,Large,North,Zone 6,0,1,4,4347,Rented,44,0,0,0,229,27.0,,24,0,B+,3,28,28140
WH_105059,EID_55059,Rural,Mid,North,Zone 2,6,0,5,4018,Rented,58,0,0,0,98,29.0,2008.0,20,1,A+,3,1,25080
WH_105060,EID_55060,Rural,Small,West,Zone 1,2,1,4,6007,Company Owned,24,0,0,1,263,56.0,,33,1,A+,4,3,44126
WH_105061,EID_55061,Rural,Mid,North,Zone 2,8,3,4,5299,Rented,45,0,0,1,155,35.0,2004.0,22,1,C,4,12,29129
WH_105062,EID_55062,Rural,Large,North,Zone 5,1,0,4,5066,Rented,24,1,0,1,195,34.0,,35,1,A,6,5,50147
WH_105063,EID_55063,Rural,Mid,West,Zone 2,2,0,3,5070,Rented,66,0,0,0,261,13.0,,25,1,A,4,12,33058
WH_105064,EID_55064,Rural,Large,West,Zone 5,5,0,2,3711,Company Owned,66,0,0,1,170,34.0,2016.0,5,1,B,2,25,6092
WH_105065,EID_55065,Rural,Mid,South,Zone 3,3,2,2,8080,Company Owned,21,1,0,1,157,33.0,,18,0,B+,6,27,20138
WH_105066,EID_55066,Rural,Mid,West,Zone 2,8,1,2,8775,Company Owned,44,0,0,1,266,55.0,1999.0,27,0,B,2,1,32144
WH_105067,EID_55067,Rural,Mid,South,Zone 3,6,0,2,4470,Rented,36,0,0,0,127,22.0,2007.0,28,0,B,2,19,35082
WH_105068,EID_55068,Rural,Mid,South,Zone 4,1,0,1,5962,Rented,48,0,0,0,136,22.0,,18,0,B,2,11,20115
WH_105069,EID_55069,Rural,Mid,South,Zone 2,5,0,2,4582,Company Owned,65,0,0,0,93,22.0,,12,0,B+,6,1,14092
WH_105070,EID_55070,Rural,Small,South,Zone 6,1,2,2,4971,Rented,62,0,0,1,193,34.0,,15,1,B+,2,2,19131
WH_105071,EID_55071,Rural,Mid,North,Zone 4,8,0,4,3233,Rented,50,0,0,0,268,27.0,2004.0,29,0,B,5,26,37143
WH_105072,EID_55072,Rural,Large,West,Zone 6,3,0,3,4565,Rented,50,0,0,1,245,31.0,2013.0,20,0,A,1,23,28058
WH_105073,EID_55073,Rural,Large,West,Zone 6,6,1,3,4637,Rented,62,0,0,0,221,23.0,,15,0,A,3,29,18120
WH_105074,EID_55074,Urban,Small,South,Zone 6,2,0,2,4552,Company Owned,52,0,1,1,94,,,38,0,C,6,9,52151
WH_105075,EID_55075,Rural,Large,North,Zone 6,0,3,4,4937,Rented,56,0,0,1,259,26.0,,5,0,B+,3,4,6056
WH_105076,EID_55076,Rural,Small,North,Zone 6,7,1,2,4858,Company Owned,25,0,0,0,82,21.0,2012.0,11,0,B+,2,15,14075
WH_105077,EID_55077,Rural,Mid,West,Zone 2,7,2,5,5210,Company Owned,70,0,0,1,153,34.0,,25,0,B+,4,12,28130
WH_105078,EID_55078,Rural,Small,North,Zone 1,5,3,3,9123,Company Owned,61,1,0,1,171,44.0,,14,1,A+,3,30,19118
WH_105079,EID_55079,Rural,Large,North,Zone 6,5,0,2,4763,Rented,59,0,0,1,165,31.0,2018.0,5,0,A,3,23,6149
WH_105080,EID_55080,Rural,Mid,North,Zone 2,8,1,4,5011,Rented,67,0,0,1,155,23.0,2004.0,38,1,A+,5,22,51093
WH_105081,EID_55081,Rural,Mid,South,Zone 2,5,0,2,4842,Rented,55,1,0,1,178,,2002.0,33,0,B+,2,32,41134
WH_105082,EID_55082,Rural,Large,West,Zone 6,1,0,4,4343,Company Owned,53,0,0,1,137,34.0,,21,0,C,5,6,27068
WH_105083,EID_55083,Rural,Mid,South,Zone 2,1,0,2,5501,Rented,64,0,0,0,186,26.0,,18,0,A,4,1,22122
WH_105084,EID_55084,Rural,Large,North,Zone 5,4,0,2,5182,Company Owned,52,0,0,1,236,29.0,2004.0,33,1,A+,2,24,46100
WH_105085,EID_55085,Urban,Mid,North,Zone 3,4,0,2,7367,Rented,15,0,0,1,185,27.0,2017.0,9,1,A+,1,27,13059
WH_105086,EID_55086,Rural,Mid,North,Zone 4,3,0,4,4200,Company Owned,68,1,0,1,179,31.0,2001.0,22,1,A+,4,26,31119
WH_105087,EID_55087,Rural,Large,North,Zone 6,6,0,4,3511,Rented,32,0,0,0,205,17.0,2007.0,20,0,B+,6,23,23083
WH_105088,EID_55088,Rural,Large,North,Zone 6,4,2,4,3789,Company Owned,36,0,1,1,137,28.0,,22,0,B+,6,28,26072
WH_105089,EID_55089,Rural,Large,North,Zone 5,6,0,2,3508,Company Owned,33,0,0,1,249,30.0,,12,1,B+,2,14,14121
WH_105090,EID_55090,Urban,Large,North,Zone 6,7,0,3,4822,Rented,67,0,0,0,126,23.0,2000.0,30,0,A,2,6,40106
WH_105091,EID_55091,Rural,Mid,South,Zone 3,7,2,2,5038,Rented,68,0,0,1,176,28.0,2008.0,18,1,A+,4,19,23131
WH_105092,EID_55092,Urban,Large,North,Zone 6,3,0,3,4624,Company Owned,36,0,0,1,124,48.0,2008.0,23,1,C,5,29,32135
WH_105093,EID_55093,Rural,Large,North,Zone 6,0,3,3,5794,Company Owned,37,0,0,1,246,22.0,,11,0,B,3,4,12086
WH_105094,EID_55094,Rural,Small,North,Zone 1,8,0,3,4803,Company Owned,70,0,1,1,187,28.0,2017.0,9,0,C,2,31,11104
WH_105095,EID_55095,Rural,Mid,West,Zone 2,2,0,3,4287,Rented,15,0,0,0,136,17.0,,22,0,B,5,1,26061
WH_105096,EID_55096,Rural,Large,West,Zone 5,0,0,3,3960,Rented,36,0,0,0,91,19.0,,24,0,A+,2,10,30116
WH_105097,EID_55097,Rural,Small,South,Zone 6,0,3,2,6907,Rented,67,1,1,1,146,29.0,,5,0,A,2,2,7071
WH_105098,EID_55098,Rural,Large,West,Zone 6,8,1,3,3467,Rented,19,0,0,0,85,27.0,2008.0,16,1,A+,5,6,21087
WH_105099,EID_55099,Rural,Large,North,Zone 6,8,1,4,5732,Company Owned,63,0,0,1,218,27.0,2002.0,19,1,A+,6,29,24081
WH_105100,EID_55100,Rural,Large,North,Zone 5,6,0,2,5231,Company Owned,47,0,0,1,162,28.0,,27,0,A,5,17,34071
WH_105101,EID_55101,Urban,Mid,West,Zone 4,5,2,2,5044,Rented,27,1,1,1,258,38.0,,16,1,A,6,11,21118
WH_105102,EID_55102,Rural,Mid,North,Zone 3,7,0,3,3491,Rented,28,0,0,0,169,20.0,2007.0,16,0,C,3,19,20147
WH_105103,EID_55103,Rural,Mid,East,Zone 3,8,0,5,6294,Company Owned,68,0,0,1,84,29.0,2003.0,28,0,B,2,27,35069
WH_105104,EID_55104,Rural,Small,South,Zone 6,7,2,2,4402,Rented,57,0,0,1,217,38.0,,7,1,A+,2,9,9091
WH_105105,EID_55105,Rural,Mid,South,Zone 2,8,1,4,4816,Rented,59,0,0,0,203,14.0,2014.0,10,0,C,2,32,13141
WH_105106,EID_55106,Rural,Small,South,Zone 6,7,0,4,5295,Company Owned,45,0,0,1,133,30.0,,15,1,C,2,2,19115
WH_105107,EID_55107,Rural,Mid,South,Zone 2,0,0,2,3769,Company Owned,44,0,0,0,101,22.0,,25,0,A,5,1,32100
WH_105108,EID_55108,Rural,Large,North,Zone 6,0,0,3,4612,Company Owned,38,0,0,1,248,29.0,,7,0,A,1,28,8066
WH_105109,EID_55109,Rural,Small,South,Zone 1,3,0,4,6353,Rented,38,0,1,0,149,22.0,2001.0,23,1,B+,3,21,30119
WH_105110,EID_55110,Rural,Mid,North,Zone 3,1,0,2,3125,Rented,21,0,0,0,72,17.0,,5,0,C,6,27,7146
WH_105111,EID_55111,Rural,Large,South,Zone 5,0,0,2,4309,Company Owned,21,0,0,1,209,40.0,,35,0,A+,6,10,47067
WH_105112,EID_55112,Rural,Mid,North,Zone 4,4,4,2,4872,Rented,44,0,0,0,243,37.0,2013.0,10,1,B,5,26,12097
WH_105113,EID_55113,Rural,Large,North,Zone 5,1,1,3,6722,Rented,49,0,0,1,67,34.0,,22,0,B+,2,17,26082
WH_105114,EID_55114,Rural,Large,South,Zone 6,7,0,3,5347,Rented,34,0,0,1,125,32.0,2004.0,31,1,A+,2,23,40113
WH_105115,EID_55115,Rural,Mid,South,Zone 3,8,1,2,3818,Company Owned,50,0,0,1,196,25.0,2013.0,9,1,A+,5,19,12138
WH_105116,EID_55116,Rural,Mid,South,Zone 3,5,0,2,4714,Company Owned,55,0,0,0,139,25.0,2017.0,11,1,A+,6,27,16126
WH_105117,EID_55117,Rural,Large,West,Zone 5,6,1,5,5856,Company Owned,51,0,0,1,223,39.0,,5,1,A+,2,25,7102
WH_105118,EID_55118,Rural,Mid,South,Zone 2,3,5,2,5886,Rented,53,0,0,0,128,23.0,,16,1,A,2,32,21133
WH_105119,EID_55119,Rural,Mid,North,Zone 4,6,0,4,5541,Company Owned,35,0,0,1,200,32.0,2012.0,21,1,A+,3,26,30069
WH_105120,EID_55120,Urban,Large,North,Zone 6,1,1,2,3933,Rented,40,0,0,1,222,21.0,,19,0,B+,2,28,22065
WH_105121,EID_55121,Rural,Large,West,Zone 5,0,0,2,5084,Company Owned,46,1,0,1,139,34.0,,13,0,B,6,14,15063
WH_105122,EID_55122,Rural,Small,West,Zone 1,2,0,3,3357,Rented,50,0,0,1,74,29.0,,9,0,A,2,3,13111
WH_105123,EID_55123,Rural,Mid,North,Zone 2,8,0,4,4766,Rented,58,0,0,0,112,19.0,2007.0,16,0,B+,6,22,21148
WH_105124,EID_55124,Rural,Large,North,Zone 5,8,0,2,5081,Company Owned,17,0,0,1,237,47.0,1998.0,37,1,A+,2,14,49057
WH_105125,EID_55125,Urban,Small,South,Zone 1,7,0,2,5936,Rented,53,0,0,0,231,,,14,1,A+,4,31,18098
WH_105126,EID_55126,Rural,Large,South,Zone 6,6,2,2,4529,Company Owned,60,0,0,1,173,35.0,2014.0,10,0,C,2,29,12057
WH_105127,EID_55127,Rural,Large,North,Zone 6,6,0,4,4527,Company Owned,55,0,0,1,222,35.0,2023.0,0,0,,0,29,11077
WH_105128,EID_55128,Rural,Large,South,Zone 6,4,2,2,5636,Rented,32,0,0,0,140,14.0,,4,1,C,1,29,6123
WH_105129,EID_55129,Rural,Large,South,Zone 6,8,3,4,4210,Company Owned,49,0,0,0,120,23.0,,6,1,C,4,29,8118
WH_105130,EID_55130,Rural,Mid,South,Zone 2,1,1,2,4973,Rented,51,0,0,0,166,27.0,,11,0,A+,6,32,14088
WH_105131,EID_55131,Rural,Large,North,Zone 5,7,3,3,3513,Company Owned,15,0,0,1,253,29.0,,15,1,B,3,24,19150
WH_105132,EID_55132,Rural,Large,North,Zone 6,3,0,2,5631,Company Owned,39,0,0,1,258,34.0,1999.0,25,1,A+,6,6,32061
WH_105133,EID_55133,Rural,Large,West,Zone 6,6,0,5,5078,Company Owned,51,0,1,1,107,29.0,2018.0,9,0,B+,2,23,12117
WH_105134,EID_55134,Rural,Large,North,Zone 5,2,0,3,5118,Rented,21,0,0,0,205,30.0,,20,1,A,5,17,29122
WH_105135,EID_55135,Rural,Large,West,Zone 5,8,1,2,5279,Rented,15,0,0,0,125,16.0,,9,1,B,3,14,11128
WH_105136,EID_55136,Rural,Large,North,Zone 6,3,1,4,6207,Company Owned,26,0,0,1,132,28.0,,20,0,B,4,28,23136
WH_105137,EID_55137,Rural,Large,West,Zone 5,8,0,2,4980,Rented,22,0,0,0,245,18.0,2008.0,24,0,A,2,14,31118
WH_105138,EID_55138,Rural,Large,North,Zone 6,7,2,1,5498,Rented,40,0,0,0,151,25.0,,16,1,C,4,6,21073
WH_105139,EID_55139,Rural,Small,North,Zone 1,8,2,2,4905,Company Owned,35,0,0,1,84,38.0,2020.0,6,0,C,1,31,8131
WH_105140,EID_55140,Rural,Mid,North,Zone 3,5,5,2,6227,Company Owned,58,0,0,1,199,38.0,,18,0,B,4,27,21061
WH_105141,EID_55141,Rural,Mid,West,Zone 3,6,0,5,4238,Rented,37,0,0,1,70,33.0,2010.0,18,0,C,6,19,23078
WH_105142,EID_55142,Rural,Large,West,Zone 5,4,0,4,4844,Rented,23,0,0,1,271,28.0,2020.0,6,0,A,1,14,8083
WH_105143,EID_55143,Rural,Large,North,Zone 5,8,0,2,5187,Company Owned,25,0,0,0,79,36.0,2006.0,32,0,A,6,24,44088
WH_105144,EID_55144,Urban,Small,West,Zone 1,5,0,4,4440,Rented,46,0,0,0,88,26.0,2002.0,25,1,A+,5,30,32064
WH_105145,EID_55145,Rural,Large,North,Zone 5,0,2,4,3743,Rented,36,0,0,0,61,16.0,,27,0,A+,3,24,34090
WH_105146,EID_55146,Rural,Large,North,Zone 6,4,2,4,5306,Rented,26,0,0,1,242,53.0,,10,0,C,4,28,12102
WH_105147,EID_55147,Rural,Mid,West,Zone 3,7,3,3,4064,Company Owned,62,0,0,0,199,41.0,,21,0,B,2,19,24107
WH_105148,EID_55148,Rural,Mid,West,Zone 4,0,0,5,4508,Company Owned,62,0,0,0,147,27.0,,26,0,A,4,26,33089
WH_105149,EID_55149,Rural,Mid,North,Zone 2,0,0,3,5007,Company Owned,67,0,0,0,134,36.0,,19,0,A+,6,1,24143
WH_105150,EID_55150,Rural,Large,North,Zone 6,7,0,4,4635,Company Owned,41,0,0,1,216,22.0,2015.0,15,0,B+,6,28,18130
WH_105151,EID_55151,Rural,Small,West,Zone 6,7,0,4,3412,Company Owned,31,1,0,1,177,36.0,2016.0,9,0,B+,6,15,11119
WH_105152,EID_55152,Urban,Mid,West,Zone 4,6,0,4,3604,Rented,34,0,0,1,107,41.0,2016.0,10,0,A,2,11,13149
WH_105153,EID_55153,Rural,Mid,North,Zone 4,6,0,2,4408,Company Owned,51,1,0,1,135,30.0,2021.0,5,0,C,1,26,6071
WH_105154,EID_55154,Urban,Mid,South,Zone 2,8,0,3,4895,Rented,49,0,0,1,177,32.0,2007.0,16,0,B+,6,32,19125
WH_105155,EID_55155,Rural,Large,North,Zone 5,5,2,2,5115,Rented,56,0,0,1,182,33.0,,4,0,A,3,17,5059
WH_105156,EID_55156,Rural,Mid,North,Zone 3,7,1,3,4711,Rented,27,0,0,0,122,18.0,2004.0,19,1,A+,5,27,25080
WH_105157,EID_55157,Rural,Small,South,Zone 6,1,2,2,4776,Company Owned,64,1,0,1,121,24.0,,20,0,A+,2,2,26109
WH_105158,EID_55158,Rural,Large,North,Zone 6,4,0,2,6982,Company Owned,33,0,0,1,258,28.0,2017.0,9,1,A+,4,29,12135
WH_105159,EID_55159,Rural,Large,West,Zone 6,7,3,2,5662,Rented,34,0,0,0,203,20.0,,6,0,B+,2,6,7146
WH_105160,EID_55160,Rural,Large,West,Zone 5,0,0,3,5091,Rented,57,0,0,0,231,24.0,,14,0,B,5,10,16105
WH_105161,EID_55161,Rural,Mid,North,Zone 2,0,2,1,5645,Company Owned,30,1,1,1,259,41.0,,12,0,A+,3,18,16058
WH_105162,EID_55162,Urban,Small,North,Zone 1,8,1,2,3938,Rented,27,0,0,0,150,29.0,2007.0,24,1,A,4,3,31149
WH_105163,EID_55163,Urban,Mid,West,Zone 3,0,0,4,3713,Rented,49,0,0,0,77,30.0,,27,0,B,4,19,31073
WH_105164,EID_55164,Rural,Mid,South,Zone 4,6,0,2,4831,Company Owned,28,0,0,1,185,45.0,,25,1,B+,2,11,30068
WH_105165,EID_55165,Rural,Large,North,Zone 5,5,0,3,4834,Company Owned,21,0,0,1,108,32.0,2013.0,13,1,A+,3,14,16099
WH_105166,EID_55166,Urban,Large,South,Zone 5,4,0,2,5309,Company Owned,69,0,0,1,216,42.0,2001.0,36,0,C,6,14,48096
WH_105167,EID_55167,Rural,Mid,South,Zone 4,0,0,2,4894,Rented,29,0,0,1,261,26.0,,15,0,B,6,26,17143
WH_105168,EID_55168,Urban,Large,North,Zone 5,5,0,2,4820,Company Owned,34,0,0,1,211,21.0,1999.0,33,0,C,2,14,43116
WH_105169,EID_55169,Rural,Small,North,Zone 6,8,0,2,4155,Rented,31,0,0,1,80,34.0,2008.0,18,0,B,6,8,23081
WH_105170,EID_55170,Rural,Large,West,Zone 6,5,1,3,4543,Company Owned,44,0,0,1,210,44.0,2007.0,26,0,B+,2,23,31133
WH_105171,EID_55171,Rural,Mid,West,Zone 3,0,5,3,4977,Company Owned,63,0,0,1,232,21.0,,14,0,C,5,19,18104
WH_105172,EID_55172,Rural,Large,West,Zone 6,5,1,4,3779,Company Owned,56,0,0,1,81,23.0,1998.0,30,1,A,4,23,40121
WH_105173,EID_55173,Rural,Mid,South,Zone 2,8,0,2,4072,Rented,63,0,0,0,173,22.0,,4,1,A+,2,12,6134
WH_105174,EID_55174,Rural,Large,North,Zone 6,6,1,2,5022,Rented,64,0,0,1,198,26.0,2016.0,11,1,A,6,23,15124
WH_105175,EID_55175,Rural,Mid,North,Zone 3,5,0,2,4883,Company Owned,41,0,0,0,173,22.0,2012.0,18,0,C,6,19,23066
WH_105176,EID_55176,Rural,Large,South,Zone 6,7,0,2,5999,Company Owned,22,0,0,0,95,34.0,2023.0,0,0,,0,29,13055
WH_105177,EID_55177,Rural,Mid,South,Zone 4,6,0,3,4842,Company Owned,62,1,1,0,190,24.0,2002.0,25,0,B+,5,20,29149
WH_105178,EID_55178,Rural,Mid,North,Zone 4,5,2,2,3637,Rented,61,0,1,1,111,,,6,0,B,2,26,6068
WH_105179,EID_55179,Rural,Small,West,Zone 6,4,0,3,5127,Company Owned,20,1,0,1,255,,2018.0,11,1,A,1,2,16085
WH_105180,EID_55180,Rural,Large,North,Zone 6,0,0,4,5078,Company Owned,30,0,0,1,206,26.0,,14,0,A,4,28,18092
WH_105181,EID_55181,Rural,Mid,West,Zone 4,3,0,4,4444,Rented,33,0,0,1,183,29.0,2005.0,24,0,B,2,11,28089
WH_105182,EID_55182,Rural,Large,West,Zone 5,6,0,4,3496,Company Owned,53,0,0,1,142,24.0,,9,1,A+,5,14,13125
WH_105183,EID_55183,Urban,Mid,West,Zone 4,6,0,4,3783,Company Owned,50,0,0,1,133,25.0,1999.0,23,1,A+,4,26,32094
WH_105184,EID_55184,Rural,Mid,West,Zone 4,4,1,3,4300,Company Owned,64,0,0,1,162,31.0,2011.0,19,0,B,4,26,22117
WH_105185,EID_55185,Rural,Large,North,Zone 6,6,0,3,3565,Rented,64,0,0,1,188,30.0,2019.0,4,0,C,1,28,5138
WH_105186,EID_55186,Rural,Mid,North,Zone 2,8,0,4,3628,Rented,25,0,0,1,99,20.0,2018.0,6,0,B+,1,22,7057
WH_105187,EID_55187,Urban,Large,North,Zone 5,5,4,3,4226,Company Owned,20,0,0,0,254,43.0,2009.0,20,0,A,4,10,25133
WH_105188,EID_55188,Rural,Small,South,Zone 1,8,0,2,5088,Company Owned,27,0,0,0,249,27.0,2016.0,12,1,C,3,16,15108
WH_105189,EID_55189,Rural,Large,North,Zone 5,1,0,2,4617,Company Owned,23,0,0,1,58,37.0,,7,0,B,2,5,9056
WH_105190,EID_55190,Rural,Small,South,Zone 1,1,0,2,3968,Company Owned,60,0,0,1,161,20.0,,18,0,B+,4,21,23129
WH_105191,EID_55191,Rural,Mid,North,Zone 3,2,0,3,5282,Rented,67,0,0,0,205,20.0,,25,0,B+,4,27,29149
WH_105192,EID_55192,Rural,Mid,South,Zone 3,8,1,2,4196,Company Owned,68,0,0,1,107,28.0,2018.0,6,0,C,1,19,8143
WH_105193,EID_55193,Rural,Mid,West,Zone 2,5,0,3,4856,Company Owned,64,0,0,1,269,37.0,2010.0,22,1,A+,2,1,29059
WH_105194,EID_55194,Rural,Small,East,Zone 1,4,0,8,4917,Company Owned,23,0,0,1,128,,2008.0,20,0,B,5,31,24143
WH_105195,EID_55195,Urban,Large,North,Zone 5,8,1,1,5123,Company Owned,68,1,0,1,231,36.0,1999.0,37,1,A+,4,14,49076
WH_105196,EID_55196,Rural,Large,West,Zone 6,4,1,2,4624,Company Owned,64,0,0,1,206,39.0,,22,0,C,2,23,27061
WH_105197,EID_55197,Rural,Large,North,Zone 6,8,3,2,4801,Rented,16,0,0,0,84,20.0,,4,0,B+,1,28,4068
WH_105198,EID_55198,Rural,Large,West,Zone 6,8,1,5,4164,Rented,33,0,0,0,116,42.0,,12,0,C,6,6,15113
WH_105199,EID_55199,Rural,Large,West,Zone 6,7,3,4,4060,Rented,48,0,0,1,188,27.0,,7,1,A,3,23,10111
WH_105200,EID_55200,Rural,Small,West,Zone 6,8,1,4,5724,Company Owned,45,0,0,1,209,29.0,2016.0,10,1,A+,5,15,14124
WH_105201,EID_55201,Rural,Mid,East,Zone 4,6,3,5,4661,Rented,42,0,0,1,131,26.0,,14,0,B+,4,26,16144
WH_105202,EID_55202,Rural,Small,West,Zone 6,4,0,4,6664,Rented,45,0,0,0,119,21.0,2009.0,23,1,B,4,15,29147
WH_105203,EID_55203,Rural,Small,West,Zone 6,0,1,4,5161,Rented,28,1,0,1,97,45.0,,9,0,A+,1,9,12067
WH_105204,EID_55204,Rural,Mid,North,Zone 3,5,0,4,4407,Company Owned,61,0,0,1,67,32.0,2006.0,23,0,A,2,19,29069
WH_105205,EID_55205,Rural,Large,North,Zone 5,3,0,3,5173,Rented,27,0,0,1,239,40.0,2019.0,13,1,A+,2,24,19087
WH_105206,EID_55206,Rural,Small,South,Zone 6,2,3,2,6021,Rented,26,0,0,1,172,30.0,,22,0,B+,4,9,25079
WH_105207,EID_55207,Rural,Mid,West,Zone 2,3,0,4,4804,Company Owned,68,0,0,0,168,31.0,2007.0,30,1,B+,4,1,39150
WH_105208,EID_55208,Rural,Mid,North,Zone 3,8,0,4,4802,Rented,21,0,0,0,168,39.0,2001.0,27,0,A,5,19,34147
WH_105209,EID_55209,Rural,Large,West,Zone 5,7,0,4,4313,Rented,40,0,0,0,248,24.0,2022.0,4,0,C,1,25,5106
WH_105210,EID_55210,Rural,Large,South,Zone 5,1,0,2,4467,Company Owned,55,0,0,1,102,31.0,,21,0,A,6,25,26110
WH_105211,EID_55211,Rural,Large,West,Zone 5,2,0,3,5475,Rented,22,0,0,0,155,,,29,0,C,2,14,39055
